ref_number,incident_id,company,incident_date,incident_topic,incident_description,mapped_claim,source_links,legitimacy_flag,confidence_level,notes,publication_track,evidence_tier,source_family,verification_summary,source_origin,source_registry_key
1633,nhtsa-sgo-13781-11910,"Tesla, Inc.",2025-09-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-11910. Report type: 5-Day. Engagement status: Verified Engaged. Vehicle: TESLA Model Y. Highest injury severity alleged: Unknown. Crash with: Pickup Truck. State: CA. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11910 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11910,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
1634,nhtsa-sgo-13781-11896,"Tesla, Inc.",2025-09-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-11896. Report type: 5-Day. Engagement status: Verified Engaged. Vehicle: TESLA Model Y. Highest injury severity alleged: Unknown. Crash with: Unknown. State: GA. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11896 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11896,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
1635,nhtsa-sgo-13781-11867,"Tesla, Inc.",2025-09-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-11867. Report type: 5-Day. Engagement status: Verified Engaged. Vehicle: TESLA Model Y. Highest injury severity alleged: Unknown. Crash with: Other Fixed Object. State: PA. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11867 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11867,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
1636,nhtsa-sgo-13781-11872,"Tesla, Inc.",2025-09-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-11872. Report type: 5-Day. Engagement status: Verified Engaged. Vehicle: TESLA Model Y. Highest injury severity alleged: Minor W/O Hospitalization. Crash with: Other Fixed Object. State: CA. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11872 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11872,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
1637,nhtsa-sgo-13781-11866,"Tesla, Inc.",2025-09-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-11866. Report type: 5-Day. Engagement status: Verified Engaged. Vehicle: TESLA Model Y. Highest injury severity alleged: Unknown. Crash with: Unknown. State: AZ. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11866 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11866,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
1638,nhtsa-sgo-13781-11846,"Tesla, Inc.",2025-09-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-11846. Report type: 5-Day. Engagement status: Verified Engaged. Vehicle: TESLA Model Y. Highest injury severity alleged: Unknown. Crash with: Unknown. State: TX. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11846 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11846,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
1639,nhtsa-sgo-13781-11845,"Tesla, Inc.",2025-09-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-11845. Report type: 5-Day. Engagement status: Verified Engaged. Vehicle: TESLA Model Y. Highest injury severity alleged: Unknown. Crash with: Other Fixed Object. State: CA. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11845 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11845,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
1640,nhtsa-sgo-13781-11844,"Tesla, Inc.",2025-09-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-11844. Report type: 5-Day. Engagement status: Verified Engaged. Vehicle: TESLA Model 3. Highest injury severity alleged: Unknown. Crash with: Unknown. State: CO. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11844 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11844,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
1641,nhtsa-sgo-13781-11843,"Tesla, Inc.",2025-09-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-11843. Report type: 5-Day. Engagement status: Verified Engaged. Vehicle: TESLA Model 3. Highest injury severity alleged: Unknown. Crash with: Other, see Narrative. State: TX. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11843 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11843,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
1642,nhtsa-sgo-13781-11818,"Tesla, Inc.",2025-09-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-11818. Report type: 5-Day. Engagement status: Verified Engaged. Vehicle: TESLA Model S. Highest injury severity alleged: Unknown. Crash with: Other Fixed Object. State: CO. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11818 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11818,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
1643,nhtsa-sgo-13781-11808,"Tesla, Inc.",2025-09-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-11808. Report type: 5-Day. Engagement status: Verified Engaged. Vehicle: TESLA Model Y. Highest injury severity alleged: Unknown. Crash with: Unknown. State: TN. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11808 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11808,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
1644,nhtsa-sgo-13781-11809,"Tesla, Inc.",2025-09-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-11809. Report type: 5-Day. Engagement status: Verified Engaged. Vehicle: TESLA Model X. Highest injury severity alleged: Unknown. Crash with: Unknown. State: NV. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11809 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11809,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
1645,nhtsa-sgo-13781-11810,"Tesla, Inc.",2025-09-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-11810. Report type: 5-Day. Engagement status: Verified Engaged. Vehicle: TESLA Model 3. Highest injury severity alleged: Unknown. Crash with: Unknown. State: TX. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11810 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11810,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
1646,nhtsa-sgo-13781-11811,"Tesla, Inc.",2025-09-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-11811. Report type: 5-Day. Engagement status: Verified Engaged. Vehicle: TESLA Model 3. Highest injury severity alleged: Unknown. Crash with: SUV. State: FL. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11811 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11811,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
1647,nhtsa-sgo-13781-11812,"Tesla, Inc.",2025-09-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-11812. Report type: 5-Day. Engagement status: Verified Engaged. Vehicle: TESLA Model 3. Highest injury severity alleged: Unknown. Crash with: Passenger Car. State: CA. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11812 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11812,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
1648,nhtsa-sgo-13781-11815,"Tesla, Inc.",2025-09-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-11815. Report type: 5-Day. Engagement status: Verified Engaged. Vehicle: TESLA Model Y. Highest injury severity alleged: Unknown. Crash with: Unknown. State: MI. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11815 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11815,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
1649,nhtsa-sgo-13781-11816,"Tesla, Inc.",2025-09-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-11816. Report type: 5-Day. Engagement status: Verified Engaged. Vehicle: TESLA Model Y. Highest injury severity alleged: Unknown. Crash with: Unknown. State: FL. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11816 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11816,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
1650,nhtsa-sgo-13781-11817,"Tesla, Inc.",2025-09-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-11817. Report type: 5-Day. Engagement status: Verified Engaged. Vehicle: TESLA Model Y. Highest injury severity alleged: Unknown. Crash with: Other, see Narrative. State: CA. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11817 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11817,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
1651,nhtsa-sgo-13781-11813,"Tesla, Inc.",2025-09-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-11813. Report type: 5-Day. Engagement status: Verified Engaged. Vehicle: TESLA Model 3. Highest injury severity alleged: Unknown. Crash with: Passenger Car. State: SC. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11813 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11813,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
1652,nhtsa-sgo-13781-11814,"Tesla, Inc.",2025-09-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-11814. Report type: 5-Day. Engagement status: Verified Engaged. Vehicle: TESLA Model 3. Highest injury severity alleged: Unknown. Crash with: Unknown. State: IL. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11814 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11814,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
1653,nhtsa-sgo-13781-11819,"Tesla, Inc.",2025-09-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-11819. Report type: 5-Day. Engagement status: Verified Engaged. Vehicle: TESLA Model Y. Highest injury severity alleged: Unknown. Crash with: Unknown. State: IN. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11819 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11819,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
1654,nhtsa-sgo-13781-11820,"Tesla, Inc.",2025-09-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-11820. Report type: 5-Day. Engagement status: Verified Engaged. Vehicle: TESLA Model X. Highest injury severity alleged: Unknown. Crash with: Unknown. State: NJ. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11820 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11820,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
1655,nhtsa-sgo-13781-11822,"Tesla, Inc.",2025-09-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-11822. Report type: 5-Day. Engagement status: Verified Engaged. Vehicle: TESLA Model Y. Highest injury severity alleged: Unknown. Crash with: Pickup Truck. State: OH. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11822 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11822,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
1656,nhtsa-sgo-13781-11823,"Tesla, Inc.",2025-09-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-11823. Report type: 5-Day. Engagement status: Verified Engaged. Vehicle: TESLA Model 3. Highest injury severity alleged: Unknown. Crash with: Passenger Car. State: FL. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11823 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11823,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
1657,nhtsa-sgo-13781-11824,"Tesla, Inc.",2025-09-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-11824. Report type: 5-Day. Engagement status: Verified Engaged. Vehicle: TESLA Model 3. Highest injury severity alleged: Unknown. Crash with: Unknown. State: CA. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11824 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11824,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
1658,nhtsa-sgo-13781-11825,"Tesla, Inc.",2025-09-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-11825. Report type: 5-Day. Engagement status: Verified Engaged. Vehicle: TESLA Model 3. Highest injury severity alleged: Unknown. Crash with: Passenger Car. State: GA. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11825 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11825,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
1659,nhtsa-sgo-13781-11826,"Tesla, Inc.",2025-09-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-11826. Report type: 5-Day. Engagement status: Verified Engaged. Vehicle: TESLA Model Y. Highest injury severity alleged: Unknown. Crash with: Passenger Car. State: CA. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11826 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11826,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
1660,nhtsa-sgo-13781-11827,"Tesla, Inc.",2025-09-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-11827. Report type: 5-Day. Engagement status: Verified Engaged. Vehicle: TESLA Model Y. Highest injury severity alleged: Unknown. Crash with: Unknown. State: CA. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11827 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11827,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
1661,nhtsa-sgo-13781-11828,"Tesla, Inc.",2025-09-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-11828. Report type: 5-Day. Engagement status: Verified Engaged. Vehicle: TESLA Model 3. Highest injury severity alleged: Unknown. Crash with: Unknown. State: CA. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11828 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11828,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
1662,nhtsa-sgo-13781-11796,"Tesla, Inc.",2025-09-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-11796. Report type: 5-Day. Engagement status: Verified Engaged. Vehicle: TESLA Model Y. Highest injury severity alleged: Property Damage. No Injured Reported. Crash with: Motorcycle. State: CA. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11796 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-11796,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
1663,nhtsa-sgo-13781-12040,"Tesla, Inc.",2025-10-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-12040. Report type: 5-Day. Engagement status: Verified Engaged. Vehicle: TESLA Model 3. Highest injury severity alleged: Unknown. Crash with: Unknown. State: CO. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-12040 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-12040,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
1664,nhtsa-sgo-13781-12039,"Tesla, Inc.",2025-10-01,autonomous_vehicle,"NHTSA SGO ADAS incident report 13781-12039. Report type: 5-Day. Engagement status: Verified Engaged. Vehicle: TESLA Model Y. Highest injury severity alleged: Unknown. Crash with: Unknown. State: TX. Narrative: [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",,https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-12039 | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting | https://www.nhtsa.gov/data,REVIEW,high,Generated from NHTSA; source=https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting#report-13781-12039,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source NHTSA documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,nhtsa_data
