ref_number,incident_id,company,incident_date,incident_topic,incident_description,mapped_claim,source_links,legitimacy_flag,confidence_level,notes,publication_track,evidence_tier,source_family,verification_summary,source_origin,source_registry_key
16,sec-ai-nate-inc-2025-04-11,"Nate, Inc.",2025-04-11,security_privacy,"SEC official enforcement page records AI-related allegations or findings involving Nate, Inc.. Alberto Saniger Mantinan, a/k/a Albert Saniger U.S. SECURITIES AND EXCHANGE COMMISSION Litigation Release No. 26282 / April 11, 2025 Securities and Exchange Commission v. Albert Saniger , No. 1:25-cv-02937 (S.D.N.Y. filed Apr. 9, 2025) SEC Charges Founder and Former CEO of Artificial Intelligence Startup with Misleading Investors On April 9, 2025, the Securities and Exchange Commission charged Albert Saniger, the founder and former CEO of Nate, Inc., a privately held technology startup, with fr.",,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26282 | https://www.sec.gov/newsroom/press-releases/2024-36 | https://www.sec.gov/newsroom/press-releases/2024-167 | https://www.sec.gov/ai,REVIEW,high,Generated from SEC; source=https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26282,verified_accident,court_or_regulator,security_privacy,"Fixed verified source SEC documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,sec_ai_enforcement
17,sec-ai-joonko-2024-06-11,Joonko,2024-06-11,security_privacy,"SEC official enforcement page records AI-related allegations or findings involving Joonko. SEC Charges Founder of AI Hiring Startup Joonko with Fraud For Immediate Release 2024-70 Washington D.C., June 11, 2024 — The Securities and Exchange Commission today charged Ilit Raz, CEO and founder of the now-shuttered artificial intelligence recruitment startup Joonko, with defrauding investors of at least $21 million by making false and misleading statements about the quantity and quality of Joonko’s customers, the number of candidates on its platform, and the company’s revenue. According.",,https://www.sec.gov/newsroom/press-releases/2024-70 | https://www.sec.gov/newsroom/press-releases/2024-36 | https://www.sec.gov/newsroom/press-releases/2024-167 | https://www.sec.gov/ai,REVIEW,high,Generated from SEC; source=https://www.sec.gov/newsroom/press-releases/2024-70,verified_accident,court_or_regulator,security_privacy,"Fixed verified source SEC documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,sec_ai_enforcement
