ref_number,incident_id,company,incident_date,incident_topic,incident_description,mapped_claim,source_links,legitimacy_flag,confidence_level,notes,publication_track,evidence_tier,source_family,verification_summary,source_origin,source_registry_key
1,ca-dmv-waymo-2026-04-12-2,Waymo,2026-04-12,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-04-12.,,https://www.dmv.ca.gov/portal/file/waymo_041226-2-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_041226-2-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
2,ca-dmv-waymo-2026-04-12-1,Waymo,2026-04-12,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-04-12.,,https://www.dmv.ca.gov/portal/file/waymo_041226-1-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_041226-1-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
3,ca-dmv-waymo-2026-04-10,Waymo,2026-04-10,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-04-10.,,https://www.dmv.ca.gov/portal/file/waymo_041026-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_041026-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
4,ca-dmv-waymo-2026-04-06,Waymo,2026-04-06,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-04-06.,,https://www.dmv.ca.gov/portal/file/waymo_040626-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_040626-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
5,ca-dmv-nuro-2026-04-03,Nuro,2026-04-03,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Nuro dated 2026-04-03.,,https://www.dmv.ca.gov/portal/file/nuro_040326-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/nuro_040326-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
6,ca-dmv-zoox-2026-04-02,Zoox,2026-04-02,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2026-04-02.,,https://www.dmv.ca.gov/portal/file/zoox_040226-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_040226-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
7,ca-dmv-waymo-2026-04-01,Waymo,2026-04-01,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-04-01.,,https://www.dmv.ca.gov/portal/file/waymo_040126-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_040126-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
8,ca-dmv-waymo-2026-03-30,Waymo,2026-03-30,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-03-30.,,https://www.dmv.ca.gov/portal/file/waymo_033026-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_033026-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
9,ca-dmv-weride-2026-03-30,WeRide,2026-03-30,autonomous_vehicle,California DMV published an autonomous vehicle collision report for WeRide dated 2026-03-30.,,https://www.dmv.ca.gov/portal/file/weride_033026_redacted-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/weride_033026_redacted-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
10,ca-dmv-waymo-2026-03-23,Waymo,2026-03-23,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-03-23.,,https://www.dmv.ca.gov/portal/file/waymo_032326_redacted-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_032326_redacted-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
11,ca-dmv-waymo-2026-03-22,Waymo,2026-03-22,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-03-22.,,https://www.dmv.ca.gov/portal/file/waymo_032226_redacted-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_032226_redacted-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
12,ca-dmv-zoox-2026-03-18,Zoox,2026-03-18,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2026-03-18.,,https://www.dmv.ca.gov/portal/file/zoox_031826_redacted-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_031826_redacted-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
13,ca-dmv-waymo-2026-03-18,Waymo,2026-03-18,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-03-18.,,https://www.dmv.ca.gov/portal/file/waymo_031826-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_031826-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
14,ca-dmv-zoox-2026-03-16,Zoox,2026-03-16,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2026-03-16.,,https://www.dmv.ca.gov/portal/file/zoox_031626-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_031626-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
15,ca-dmv-waymo-2026-03-15-2,Waymo,2026-03-15,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-03-15.,,https://www.dmv.ca.gov/portal/file/waymo_031526-2-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_031526-2-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
16,ca-dmv-waymo-2026-03-15-1,Waymo,2026-03-15,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-03-15.,,https://www.dmv.ca.gov/portal/file/waymo_031526-1-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_031526-1-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
17,ca-dmv-waymo-2026-03-14,Waymo,2026-03-14,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-03-14.,,https://www.dmv.ca.gov/portal/file/waymo_031426-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_031426-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
18,ca-dmv-zoox-2026-03-14-3,Zoox,2026-03-14,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2026-03-14.,,https://www.dmv.ca.gov/portal/file/zoox_031426-3-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_031426-3-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
19,ca-dmv-zoox-2026-03-14-2,Zoox,2026-03-14,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2026-03-14.,,https://www.dmv.ca.gov/portal/file/zoox_031426-2-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_031426-2-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
20,ca-dmv-zoox-2026-03-14-1,Zoox,2026-03-14,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2026-03-14.,,https://www.dmv.ca.gov/portal/file/zoox_031426-1-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_031426-1-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
21,ca-dmv-zoox-2026-03-13-2,Zoox,2026-03-13,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2026-03-13.,,https://www.dmv.ca.gov/portal/file/zoox_031326-2-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_031326-2-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
22,ca-dmv-zoox-2026-03-13-1,Zoox,2026-03-13,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2026-03-13.,,https://www.dmv.ca.gov/portal/file/zoox_031326-1-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_031326-1-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
23,ca-dmv-zoox-2026-03-12,Zoox,2026-03-12,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2026-03-12.,,https://www.dmv.ca.gov/portal/file/zoox_031226-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_031226-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
24,ca-dmv-waymo-2026-03-12,Waymo,2026-03-12,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-03-12.,,https://www.dmv.ca.gov/portal/file/waymo_031226-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_031226-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
25,ca-dmv-waymo-2026-03-09-2,Waymo,2026-03-09,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-03-09.,,https://www.dmv.ca.gov/portal/file/waymo_030926-2-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_030926-2-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
26,ca-dmv-waymo-2026-03-09-1,Waymo,2026-03-09,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-03-09.,,https://www.dmv.ca.gov/portal/file/waymo_030926-1-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_030926-1-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
27,ca-dmv-waymo-2026-03-08,Waymo,2026-03-08,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-03-08.,,https://www.dmv.ca.gov/portal/file/waymo_030826-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_030826-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
28,ca-dmv-waymo-2026-03-07,Waymo,2026-03-07,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-03-07.,,https://www.dmv.ca.gov/portal/file/waymo_030726-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_030726-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
29,ca-dmv-waymo-2026-03-04-2,Waymo,2026-03-04,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-03-04.,,https://www.dmv.ca.gov/portal/file/waymo_030426-2-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_030426-2-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
30,ca-dmv-waymo-2026-03-04-1,Waymo,2026-03-04,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-03-04.,,https://www.dmv.ca.gov/portal/file/waymo_030426-1-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_030426-1-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
31,ca-dmv-waymo-2026-03-02,Waymo,2026-03-02,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-03-02.,,https://www.dmv.ca.gov/portal/file/waymo_030226-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_030226-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
32,ca-dmv-waymo-2026-03-01,Waymo,2026-03-01,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-03-01.,,https://www.dmv.ca.gov/portal/file/waymo_030126-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_030126-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
33,ca-dmv-waymo-2026-02-25,Waymo,2026-02-25,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-02-25.,,https://www.dmv.ca.gov/portal/file/waymo_022526-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_022526-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
34,ca-dmv-waymo-2026-02-20,Waymo,2026-02-20,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-02-20.,,https://www.dmv.ca.gov/portal/file/waymo_022026-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_022026-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
35,ca-dmv-zoox-2026-02-20,Zoox,2026-02-20,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2026-02-20.,,https://www.dmv.ca.gov/portal/file/zoox_022026-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_022026-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
36,ca-dmv-zoox-2026-02-19,Zoox,2026-02-19,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2026-02-19.,,https://www.dmv.ca.gov/portal/file/zoox_021926-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_021926-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
37,ca-dmv-zoox-2026-02-18,Zoox,2026-02-18,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2026-02-18.,,https://www.dmv.ca.gov/portal/file/zoox_021826-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_021826-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
38,ca-dmv-waymo-2026-02-15,Waymo,2026-02-15,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-02-15.,,https://www.dmv.ca.gov/portal/file/waymo_021526-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_021526-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
39,ca-dmv-zoox-2026-02-12,Zoox,2026-02-12,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2026-02-12.,,https://www.dmv.ca.gov/portal/file/zoox_021226-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_021226-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
40,ca-dmv-zoox-2026-02-06,Zoox,2026-02-06,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2026-02-06.,,https://www.dmv.ca.gov/portal/file/zoox_020626-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_020626-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
41,ca-dmv-waymo-2026-02-06,Waymo,2026-02-06,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-02-06.,,https://www.dmv.ca.gov/portal/file/waymo_020626_redacted-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_020626_redacted-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
