ref_number,incident_id,company,incident_date,incident_topic,incident_description,mapped_claim,source_links,legitimacy_flag,confidence_level,notes,publication_track,evidence_tier,source_family,verification_summary,source_origin,source_registry_key
195,ca-dmv-waymo-2025-01-11-2,Waymo,2025-01-11,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-01-11.,,https://www.dmv.ca.gov/portal/file/waymo_011125_2-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_011125_2-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
196,ca-dmv-waymo-2025-01-11-1,Waymo,2025-01-11,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-01-11.,,https://www.dmv.ca.gov/portal/file/waymo_011125_1-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_011125_1-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
197,ca-dmv-zoox-2025-01-08,Zoox,2025-01-08,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2025-01-08.,,https://www.dmv.ca.gov/portal/file/zoox_010825-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_010825-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
198,ca-dmv-waymo-2025-01-07,Waymo,2025-01-07,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2025-01-07.,,https://www.dmv.ca.gov/portal/file/waymo_010725-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_010725-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
199,ca-dmv-zoox-2025-01-04,Zoox,2025-01-04,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2025-01-04.,,https://www.dmv.ca.gov/portal/file/zoox_010425-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_010425-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
200,ca-dmv-waymo-2024-12-27,Waymo,2024-12-27,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2024-12-27.,,https://www.dmv.ca.gov/portal/file/waymo_12272024-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_12272024-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
201,ca-dmv-waymo-2024-12-25,Waymo,2024-12-25,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2024-12-25.,,https://www.dmv.ca.gov/portal/file/waymo_122524-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_122524-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
202,ca-dmv-waymo-2024-12-20-a,Waymo,2024-12-20,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2024-12-20.,,https://www.dmv.ca.gov/portal/file/waymo_12202024a-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_12202024a-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
203,ca-dmv-waymo-2024-12-20,Waymo,2024-12-20,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2024-12-20.,,https://www.dmv.ca.gov/portal/file/waymo_12202024-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_12202024-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
204,ca-dmv-zoox-2024-12-18,Zoox,2024-12-18,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2024-12-18.,,https://www.dmv.ca.gov/portal/file/zoox_121824-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_121824-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
205,ca-dmv-waymo-2024-12-17,Waymo,2024-12-17,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2024-12-17.,,https://www.dmv.ca.gov/portal/file/waymo_12172024-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_12172024-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
206,ca-dmv-waymo-2024-12-16,Waymo,2024-12-16,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2024-12-16.,,https://www.dmv.ca.gov/portal/file/waymo_121624-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_121624-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
207,ca-dmv-waymo-2024-12-14,Waymo,2024-12-14,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2024-12-14.,,https://www.dmv.ca.gov/portal/file/waymo_121424-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_121424-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
208,ca-dmv-pony-ai-2024-12-12,Pony.ai,2024-12-12,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Pony.ai dated 2024-12-12.,,https://www.dmv.ca.gov/portal/file/pony-ai_12122024-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/pony-ai_12122024-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
209,ca-dmv-waymo-2024-12-11,Waymo,2024-12-11,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2024-12-11.,,https://www.dmv.ca.gov/portal/file/waymo-12112024-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo-12112024-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
210,ca-dmv-zoox-2024-12-08,Zoox,2024-12-08,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2024-12-08.,,https://www.dmv.ca.gov/portal/file/zoox-12082024-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox-12082024-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
211,ca-dmv-waymo-2024-12-02-2,Waymo,2024-12-02,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2024-12-02.,,https://www.dmv.ca.gov/portal/file/waym0_120220242-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waym0_120220242-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
212,ca-dmv-waymo-2024-12-02-1,Waymo,2024-12-02,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2024-12-02.,,https://www.dmv.ca.gov/portal/file/waymo_120220241-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_120220241-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
213,ca-dmv-waymo-2024-11-30,Waymo,2024-11-30,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2024-11-30.,,https://www.dmv.ca.gov/portal/file/waymo_11302024-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_11302024-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
214,ca-dmv-weride-corp-2024-11-27,WeRide Corp,2024-11-27,autonomous_vehicle,California DMV published an autonomous vehicle collision report for WeRide Corp dated 2024-11-27.,,https://www.dmv.ca.gov/portal/file/weride_11272024-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/weride_11272024-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
215,ca-dmv-waymo-2024-11-27,Waymo,2024-11-27,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2024-11-27.,,https://www.dmv.ca.gov/portal/file/waymo_11272024-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_11272024-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
216,ca-dmv-waymo-2024-11-26,Waymo,2024-11-26,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2024-11-26.,,https://www.dmv.ca.gov/portal/file/waymo_11262024b-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_11262024b-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
217,ca-dmv-waymo-2024-11-26-waymo-11262024-pdf,Waymo,2024-11-26,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2024-11-26.,,https://www.dmv.ca.gov/portal/file/waymo_11262024-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_11262024-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
218,ca-dmv-waymo-2024-11-08,Waymo,2024-11-08,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2024-11-08.,,https://www.dmv.ca.gov/portal/file/waymo_110824-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_110824-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
219,ca-dmv-waymo-2024-11-05,Waymo,2024-11-05,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2024-11-05.,,https://www.dmv.ca.gov/portal/file/waymo_110524-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_110524-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
220,ca-dmv-waymo-2024-11-04,Waymo,2024-11-04,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2024-11-04.,,https://www.dmv.ca.gov/portal/file/waymo_110424-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_110424-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
221,ca-dmv-waymo-2024-11-03-2,Waymo,2024-11-03,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2024-11-03.,,https://www.dmv.ca.gov/portal/file/waymo_110324_2-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_110324_2-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
222,ca-dmv-waymo-2024-11-03-1,Waymo,2024-11-03,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2024-11-03.,,https://www.dmv.ca.gov/portal/file/waymo_110324_1-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_110324_1-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
223,ca-dmv-zoox-2024-10-24,Zoox,2024-10-24,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2024-10-24.,,https://www.dmv.ca.gov/portal/file/zoox_102424-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_102424-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
224,ca-dmv-waymo-2024-10-20,Waymo,2024-10-20,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2024-10-20.,,https://www.dmv.ca.gov/portal/file/waymo_102024-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_102024-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
225,ca-dmv-waymo-2024-10-19,Waymo,2024-10-19,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2024-10-19.,,https://www.dmv.ca.gov/portal/file/waymo_101924-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_101924-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
226,ca-dmv-waymo-2024-10-16,Waymo,2024-10-16,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2024-10-16.,,https://www.dmv.ca.gov/portal/file/waymo_101624-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_101624-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
227,ca-dmv-waymo-2024-10-14,Waymo,2024-10-14,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2024-10-14.,,https://www.dmv.ca.gov/portal/file/waymo_101424-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_101424-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
228,ca-dmv-zoox-2024-10-10,Zoox,2024-10-10,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2024-10-10.,,https://www.dmv.ca.gov/portal/file/zoox_101024-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_101024-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
229,ca-dmv-zoox-2024-10-06,Zoox,2024-10-06,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2024-10-06.,,https://www.dmv.ca.gov/portal/file/zoox_100624-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_100624-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
230,ca-dmv-waymo-2024-10-03,Waymo,2024-10-03,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2024-10-03.,,https://www.dmv.ca.gov/portal/file/waymo_10032024-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_10032024-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
231,ca-dmv-waymo-2024-09-29,Waymo,2024-09-29,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2024-09-29.,,https://www.dmv.ca.gov/portal/file/waymo_09292024-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_09292024-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
232,ca-dmv-zoox-2024-09-29,Zoox,2024-09-29,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2024-09-29.,,https://www.dmv.ca.gov/portal/file/zoox_09292024-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_09292024-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
233,ca-dmv-waymo-2024-09-27,Waymo,2024-09-27,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2024-09-27.,,https://www.dmv.ca.gov/portal/file/waymo_092724-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_092724-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
234,ca-dmv-waymo-2024-09-26,Waymo,2024-09-26,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2024-09-26.,,https://www.dmv.ca.gov/portal/file/waymo_092624-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_092624-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
235,ca-dmv-waymo-2024-09-18,Waymo,2024-09-18,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2024-09-18.,,https://www.dmv.ca.gov/portal/file/waymo_09182024-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_09182024-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
